t_seconds,client,account_returned,x_cache_status
54.656,household07,household17,HIT
54.662,household13,household17,HIT
54.785,household30,household17,HIT
54.829,household06,household17,HIT
54.868,household25,household17,HIT
54.892,household01,household17,HIT
54.895,household17,household17,HIT
54.902,household40,household17,HIT
54.917,household05,household17,HIT
54.931,household12,household17,HIT
54.934,household36,household17,HIT
55.025,household23,household17,HIT
55.073,household08,household17,HIT
55.075,household32,household17,HIT
55.087,household24,household17,HIT
55.098,household28,household17,HIT
55.148,household16,household17,HIT
55.193,household18,household17,HIT
55.246,household31,household17,HIT
55.306,household34,household17,HIT
55.315,household02,household17,HIT
55.32,household15,household17,HIT
55.376,household27,household17,HIT
55.386,household03,household17,HIT
55.422,household29,household17,HIT
55.425,household21,household17,HIT
55.442,household39,household17,HIT
55.451,household11,household17,HIT
55.47,household10,household17,HIT
55.483,household37,household17,HIT
55.523,household22,household17,HIT
55.549,household26,household17,HIT
55.583,household14,household17,HIT
55.66,household09,household17,HIT
55.691,household35,household17,HIT
55.697,household33,household17,HIT
55.712,household04,household17,HIT
55.716,household13,household17,HIT
55.743,household19,household17,HIT
55.755,household20,household17,HIT
55.77,household38,household17,HIT
55.777,household07,household17,HIT
55.898,household06,household17,HIT
55.941,household36,household17,HIT
55.953,household17,household17,HIT
55.954,household40,household17,HIT
55.963,household25,household17,HIT
55.97,household30,household17,HIT
55.981,household01,household17,HIT
56.104,household05,household17,HIT
56.115,household08,household17,HIT
56.124,household12,household17,HIT
56.177,household32,household17,HIT
56.197,household18,household17,HIT
56.198,household23,household17,HIT
56.271,household24,household17,HIT
56.288,household28,household17,HIT
56.34,household15,household17,HIT
56.34,household16,household17,HIT
56.406,household31,household17,HIT
56.413,household02,household17,HIT
56.431,household34,household17,HIT
56.489,household03,household17,HIT
56.508,household10,household17,HIT
56.515,household27,household17,HIT
56.55,household37,household17,HIT
56.584,household11,household17,HIT
56.586,household29,household17,HIT
56.598,household39,household17,HIT
56.618,household21,household17,HIT
56.643,household14,household17,HIT
56.684,household26,household17,HIT
56.704,household22,household17,HIT
56.758,household20,household17,HIT
56.758,household35,household17,HIT
56.813,household19,household17,HIT
56.816,household33,household17,HIT
56.837,household13,household17,HIT
56.839,household04,household17,HIT
56.848,household09,household17,HIT
56.933,household38,household17,HIT
56.936,household06,household17,HIT
56.962,household07,household17,HIT
56.985,household25,household17,HIT
57.024,household17,household17,HIT
57.034,household01,household17,HIT
57.036,household36,household17,HIT
57.128,household40,household17,HIT
57.17,household30,household17,HIT
57.174,household05,household17,HIT
57.238,household08,household17,HIT
57.24,household23,household17,HIT
57.251,household12,household17,HIT
57.301,household24,household17,HIT
57.369,household32,household17,HIT
57.391,household16,household17,HIT
57.392,household18,household17,HIT
57.447,household28,household17,HIT
57.466,household15,household17,HIT
57.51,household02,household17,HIT
57.52,household10,household17,HIT
57.541,household31,household17,HIT
57.578,household03,household17,HIT
57.62,household34,household17,HIT
57.651,household21,household17,HIT
57.654,household27,household17,HIT
57.658,household11,household17,HIT
57.66,household29,household17,HIT
57.671,household39,household17,HIT
57.719,household37,household17,HIT
57.791,household35,household17,HIT
57.793,household26,household17,HIT
57.809,household14,household17,HIT
57.841,household20,household17,HIT
57.855,household22,household17,HIT
57.868,household04,household17,HIT
57.896,household19,household17,HIT
57.97,household33,household17,HIT
57.978,household13,household17,HIT
58.0,household06,household17,HIT
58.003,household09,household17,HIT
58.022,household25,household17,HIT
58.078,household01,household17,HIT
58.079,household38,household17,HIT
58.121,household36,household17,HIT
58.126,household07,household17,HIT
58.16,household40,household17,HIT
58.183,household17,household17,HIT
58.283,household30,household17,HIT
58.309,household23,household17,HIT
58.319,household24,household17,HIT
58.341,household05,household17,HIT
58.399,household18,household17,HIT
58.402,household08,household17,HIT
58.407,household32,household17,HIT
58.432,household12,household17,HIT
58.479,household16,household17,HIT
58.557,household02,household17,HIT
58.585,household10,household17,HIT
58.596,household03,household17,HIT
58.6,household28,household17,HIT
58.605,household15,household17,HIT
58.645,household34,household17,HIT
58.706,household29,household17,HIT
58.732,household31,household17,HIT
58.765,household21,household17,HIT
58.776,household11,household17,HIT
58.777,household37,household17,HIT
58.796,household35,household17,HIT
58.813,household27,household17,HIT
58.843,household39,household17,HIT
58.883,household14,household17,HIT
58.932,household04,household17,HIT
58.967,household26,household17,HIT
58.999,household20,household17,HIT
59.008,household06,household17,HIT
59.012,household19,household17,HIT
59.027,household22,household17,HIT
59.031,household33,household17,HIT
59.051,household09,household17,HIT
59.11,household38,household17,HIT
59.138,household25,household17,HIT
59.16,household01,household17,HIT
59.177,household13,household17,HIT
59.277,household17,household17,HIT
59.281,household36,household17,HIT
59.299,household40,household17,HIT
59.302,household07,household17,HIT
59.335,household23,household17,HIT
59.361,household24,household17,HIT
59.385,household30,household17,HIT
59.401,household05,household17,HIT
59.404,household08,household17,HIT
59.518,household32,household17,HIT
59.543,household16,household17,HIT
59.58,household12,household17,HIT
59.587,household18,household17,HIT
59.611,household10,household17,HIT
59.651,household28,household17,HIT
59.665,household03,household17,HIT
59.735,household15,household17,HIT
59.744,household29,household17,HIT
59.745,household02,household17,HIT
59.755,household34,household17,HIT
59.782,household21,household21,EXPIRED
59.851,household11,household21,HIT
59.851,household27,household21,HIT
59.864,household31,household21,HIT
59.9,household35,household21,HIT
59.91,household37,household21,HIT
59.942,household39,household21,HIT
59.983,household14,household21,HIT
60.01,household20,household21,HIT
60.018,household06,household21,HIT
60.08,household19,household21,HIT
60.092,household04,household21,HIT
60.097,household33,household21,HIT
60.157,household26,household21,HIT
60.179,household22,household21,HIT
60.19,household25,household21,HIT
60.211,household38,household21,HIT
60.226,household01,household21,HIT
60.231,household09,household21,HIT
60.261,household13,household21,HIT
60.386,household40,household21,HIT
60.413,household36,household21,HIT
60.439,household07,household21,HIT
60.447,household24,household21,HIT
60.449,household30,household21,HIT
60.455,household17,household21,HIT
60.463,household23,household21,HIT
60.504,household05,household21,HIT
60.522,household32,household21,HIT
60.539,household08,household21,HIT
60.596,household16,household21,HIT
60.664,household28,household21,HIT
60.666,household12,household21,HIT
60.712,household18,household21,HIT
60.745,household10,household21,HIT
60.752,household15,household21,HIT
60.805,household02,household21,HIT
60.82,household03,household21,HIT
60.858,household29,household21,HIT
60.88,household27,household21,HIT
60.883,household34,household21,HIT
60.929,household31,household21,HIT
60.948,household35,household21,HIT
60.953,household21,household21,HIT
60.968,household37,household21,HIT
61.0,household11,household21,HIT
61.071,household06,household21,HIT
61.092,household19,household21,HIT
61.101,household14,household21,HIT
61.116,household39,household21,HIT
61.121,household20,household21,HIT
61.181,household22,household21,HIT
61.185,household33,household21,HIT
61.196,household26,household21,HIT
61.24,household04,household21,HIT
61.271,household25,household21,HIT
61.295,household13,household21,HIT
61.302,household09,household21,HIT
61.327,household38,household21,HIT
61.348,household01,household21,HIT
61.454,household40,household21,HIT
61.483,household30,household21,HIT
61.511,household23,household21,HIT
61.516,household24,household21,HIT
61.576,household32,household21,HIT
61.577,household36,household21,HIT
61.593,household17,household21,HIT
61.606,household07,household21,HIT
61.687,household05,household21,HIT
61.728,household16,household21,HIT
61.73,household12,household21,HIT
61.732,household08,household21,HIT
61.757,household28,household21,HIT
61.764,household15,household21,HIT
61.817,household10,household21,HIT
61.887,household18,household21,HIT
61.895,household02,household21,HIT
61.927,household29,household21,HIT
61.936,household03,household21,HIT
61.984,household31,household21,HIT
62.036,household34,household21,HIT
62.058,household37,household21,HIT
62.062,household27,household21,HIT
62.069,household11,household21,HIT
62.132,household21,household21,HIT
62.136,household35,household21,HIT
62.149,household19,household21,HIT
62.171,household06,household21,HIT
62.222,household14,household21,HIT
62.228,household39,household21,HIT
62.235,household22,household21,HIT
62.239,household33,household21,HIT
62.244,household20,household21,HIT
62.304,household04,household21,HIT
62.304,household13,household21,HIT
62.308,household26,household21,HIT
62.315,household09,household21,HIT
62.403,household25,household21,HIT
62.432,household38,household21,HIT
62.456,household01,household21,HIT
62.556,household23,household21,HIT
62.587,household24,household21,HIT
62.604,household30,household21,HIT
62.636,household40,household21,HIT
62.642,household32,household21,HIT
62.707,household36,household21,HIT
62.738,household17,household21,HIT
62.749,household07,household21,HIT
62.804,household28,household21,HIT
62.819,household08,household21,HIT
62.82,household10,household21,HIT
62.828,household15,household21,HIT
62.837,household16,household21,HIT
62.841,household05,household21,HIT
62.871,household12,household21,HIT
62.896,household02,household21,HIT
62.992,household18,household21,HIT
62.994,household03,household21,HIT
63.033,household31,household21,HIT
63.075,household27,household21,HIT
63.125,household29,household21,HIT
63.159,household11,household21,HIT
63.169,household37,household21,HIT
63.201,household34,household21,HIT
63.24,household06,household21,HIT
63.242,household22,household21,HIT
63.252,household14,household21,HIT
63.286,household19,household21,HIT
63.298,household35,household21,HIT
63.312,household21,household21,HIT
63.34,household33,household21,HIT
63.342,household13,household21,HIT
63.374,household26,household21,HIT
63.402,household39,household21,HIT
63.407,household04,household21,HIT
63.437,household20,household21,HIT
63.449,household09,household21,HIT
63.502,household25,household21,HIT
63.534,household38,household21,HIT
63.592,household24,household21,HIT
63.6,household01,household21,HIT
63.7,household30,household21,HIT
63.716,household23,household21,HIT
63.728,household32,household21,HIT
63.741,household40,household21,HIT
63.788,household17,household21,HIT
63.806,household36,household21,HIT
63.832,household07,household21,HIT
63.886,household12,household21,HIT
63.901,household10,household21,HIT
63.906,household28,household21,HIT
63.907,household05,household21,HIT
63.95,household08,household21,HIT
63.95,household15,household21,HIT
64.004,household16,household21,HIT
64.004,household18,household21,HIT
64.018,household03,household21,HIT
64.065,household02,household21,HIT
64.178,household31,household21,HIT
64.207,household11,household21,HIT
64.227,household27,household21,HIT
64.277,household29,household21,HIT
64.31,household34,household21,HIT
64.32,household14,household21,HIT
64.35,household22,household21,HIT
64.351,household21,household21,HIT
64.351,household37,household21,HIT
64.357,household33,household21,HIT
64.432,household06,household21,HIT
64.432,household19,household21,HIT
64.449,household35,household21,HIT
64.466,household39,household21,HIT
64.469,household20,household21,HIT
64.478,household26,household21,HIT
64.505,household13,household21,HIT
64.517,household25,household21,HIT
64.57,household04,household21,HIT
64.597,household24,household21,HIT
64.603,household38,household21,HIT
64.64,household09,household21,HIT
64.762,household23,household21,HIT
64.777,household01,household21,HIT
64.78,household30,household21,HIT
64.822,household36,household21,HIT
64.852,household17,household21,HIT
64.895,household40,household21,HIT
64.914,household32,household21,HIT
64.934,household07,household21,HIT
64.943,household12,household21,HIT
64.989,household05,household21,HIT
64.999,household15,household21,HIT
65.043,household08,household21,HIT
65.058,household18,household21,HIT
65.063,household28,household21,HIT
65.087,household10,household21,HIT
65.12,household03,household21,HIT
65.149,household02,household21,HIT
65.155,household16,household21,HIT
65.254,household11,household21,HIT
65.254,household31,household21,HIT
65.262,household27,household21,HIT
65.35,household34,household21,HIT
65.383,household29,household21,HIT
65.388,household21,household21,HIT
65.459,household06,household21,HIT
65.482,household19,household21,HIT
65.484,household37,household21,HIT
65.501,household14,household21,HIT
65.503,household33,household21,HIT
65.519,household26,household21,HIT
65.526,household39,household21,HIT
65.542,household22,household21,HIT
65.616,household25,household21,HIT
65.62,household20,household21,HIT
65.646,household35,household21,HIT
65.67,household04,household21,HIT
65.689,household09,household21,HIT
65.7,household13,household21,HIT
65.758,household38,household21,HIT
65.791,household24,household24,EXPIRED
65.845,household30,household24,HIT
65.85,household23,household24,HIT
65.882,household01,household24,HIT
65.923,household17,household24,HIT
65.959,household07,household24,HIT
65.977,household40,household24,HIT
66.001,household36,household24,HIT
66.054,household15,household24,HIT
66.059,household32,household24,HIT
66.07,household05,household24,HIT
66.093,household12,household24,HIT
66.105,household10,household24,HIT
66.134,household03,household24,HIT
66.157,household02,household24,HIT
66.168,household18,household24,HIT
66.191,household28,household24,HIT
66.221,household08,household24,HIT
66.305,household16,household24,HIT
66.333,household31,household24,HIT
66.38,household27,household24,HIT
66.408,household11,household24,HIT
66.483,household34,household24,HIT
66.506,household37,household24,HIT
66.515,household29,household24,HIT
66.522,household14,household24,HIT
66.522,household19,household24,HIT
66.549,household21,household24,HIT
66.584,household06,household24,HIT
66.601,household33,household24,HIT
66.622,household39,household24,HIT
66.63,household22,household24,HIT
66.703,household25,household24,HIT
66.717,household26,household24,HIT
66.721,household09,household24,HIT
66.744,household35,household24,HIT
66.813,household20,household24,HIT
66.831,household04,household24,HIT
66.834,household13,household24,HIT
66.87,household24,household24,HIT
66.938,household01,household24,HIT
66.943,household38,household24,HIT
66.952,household30,household24,HIT
66.96,household23,household24,HIT
66.988,household07,household24,HIT
67.001,household40,household24,HIT
67.03,household17,household24,HIT
67.094,household05,household24,HIT
67.141,household36,household24,HIT
67.164,household03,household24,HIT
67.181,household12,household24,HIT
67.198,household15,household24,HIT
67.204,household32,household24,HIT
67.261,household10,household24,HIT
67.273,household18,household24,HIT
67.285,household02,household24,HIT
67.356,household28,household24,HIT
67.414,household08,household24,HIT
67.42,household11,household24,HIT
67.42,household16,household24,HIT
67.506,household31,household24,HIT
67.524,household27,household24,HIT
67.562,household19,household24,HIT
67.623,household21,household24,HIT
67.639,household06,household24,HIT
67.648,household33,household24,HIT
67.648,household34,household24,HIT
67.661,household14,household24,HIT
67.662,household37,household24,HIT
67.684,household29,household24,HIT
67.727,household39,household24,HIT
67.761,household22,household24,HIT
67.83,household26,household24,HIT
67.831,household09,household24,HIT
67.872,household04,household24,HIT
67.887,household35,household24,HIT
67.895,household25,household24,HIT
67.966,household24,household24,HIT
67.996,household13,household24,HIT
68.003,household01,household24,HIT
68.011,household20,household24,HIT
68.051,household40,household24,HIT
68.052,household23,household24,HIT
68.066,household38,household24,HIT
68.067,household30,household24,HIT
68.094,household05,household24,HIT
68.149,household07,household24,HIT
68.186,household17,household24,HIT
68.292,household03,household24,HIT
68.295,household36,household24,HIT
68.31,household32,household24,HIT
68.35,household15,household24,HIT
68.358,household12,household24,HIT
68.377,household10,household24,HIT
68.382,household18,household24,HIT
68.386,household02,household24,HIT
68.431,household11,household24,HIT
68.464,household16,household24,HIT
68.504,household28,household24,HIT
68.53,household08,household24,HIT
68.64,household27,household24,HIT
68.662,household06,household24,HIT
68.692,household14,household24,HIT
68.698,household31,household24,HIT
68.746,household34,household24,HIT
68.75,household19,household24,HIT
68.789,household21,household24,HIT
68.822,household37,household24,HIT
68.837,household33,household24,HIT
68.849,household29,household24,HIT
68.861,household22,household24,HIT
68.921,household39,household24,HIT
68.93,household26,household24,HIT
68.952,household09,household24,HIT
69.013,household35,household24,HIT
69.025,household04,household24,HIT
69.046,household13,household24,HIT
69.077,household25,household24,HIT
69.096,household30,household24,HIT
69.114,household20,household24,HIT
69.125,household01,household24,HIT
69.143,household24,household24,HIT
69.156,household38,household24,HIT
69.159,household40,household24,HIT
69.169,household05,household24,HIT
69.218,household23,household24,HIT
69.28,household07,household24,HIT
69.355,household36,household24,HIT
69.37,household17,household24,HIT
69.412,household18,household24,HIT
69.44,household02,household24,HIT
69.447,household12,household24,HIT
69.478,household03,household24,HIT
69.486,household32,household24,HIT
69.522,household10,household24,HIT
69.522,household15,household24,HIT
69.524,household11,household24,HIT
69.547,household16,household24,HIT
69.599,household28,household24,HIT
69.616,household08,household24,HIT
69.648,household27,household24,HIT
69.765,household34,household24,HIT
69.777,household06,household24,HIT
69.846,household31,household24,HIT
69.871,household19,household24,HIT
69.872,household14,household24,HIT
69.878,household33,household24,HIT
69.887,household21,household24,HIT
69.979,household22,household24,HIT
69.985,household37,household24,HIT
70.028,household26,household24,HIT
70.041,household29,household24,HIT
70.07,household35,household24,HIT
70.083,household39,household24,HIT
70.106,household09,household24,HIT
70.131,household13,household24,HIT
70.144,household20,household24,HIT
70.172,household04,household24,HIT
70.182,household05,household24,HIT
70.186,household24,household24,HIT
70.199,household30,household24,HIT
70.204,household40,household24,HIT
70.229,household25,household24,HIT
70.249,household23,household24,HIT
70.292,household01,household24,HIT
70.346,household38,household24,HIT
70.414,household07,household24,HIT
70.475,household17,household24,HIT
70.493,household02,household24,HIT
70.533,household36,household24,HIT
70.538,household03,household24,HIT
70.549,household12,household24,HIT
70.586,household18,household24,HIT
70.597,household11,household24,HIT
70.604,household15,household24,HIT
70.605,household10,household24,HIT
70.663,household32,household24,HIT
70.71,household28,household24,HIT
70.744,household16,household24,HIT
70.751,household08,household24,HIT
70.812,household27,household24,HIT
70.834,household34,household24,HIT
70.877,household19,household24,HIT
70.918,household33,household24,HIT
70.924,household21,household24,HIT
70.94,household14,household24,HIT
70.942,household06,household24,HIT
70.978,household22,household24,HIT
70.991,household31,household24,HIT
71.07,household37,household24,HIT
71.077,household29,household24,HIT
71.116,household39,household24,HIT
71.145,household26,household24,HIT
71.172,household20,household24,HIT
71.196,household24,household24,HIT
71.208,household13,household24,HIT
71.225,household35,household24,HIT
71.265,household09,household24,HIT
71.271,household23,household24,HIT
71.282,household25,household24,HIT
71.336,household05,household24,HIT
71.338,household30,household24,HIT
71.348,household04,household24,HIT
71.37,household40,household24,HIT
71.424,household01,household24,HIT
71.511,household17,household24,HIT
71.518,household38,household24,HIT
71.525,household07,household24,HIT
71.538,household02,household24,HIT
71.571,household03,household24,HIT
71.637,household10,household24,HIT
71.67,household18,household24,HIT
71.677,household36,household24,HIT
71.701,household12,household24,HIT
71.755,household11,household24,HIT
71.768,household15,household24,HIT
71.77,household32,household24,HIT
71.858,household28,household28,EXPIRED
71.865,household16,household28,HIT
71.893,household08,household28,HIT
71.938,household34,household28,HIT
71.967,household27,household28,HIT
71.987,household22,household28,HIT
72.03,household06,household28,HIT
72.053,household14,household28,HIT
72.054,household19,household28,HIT
72.057,household33,household28,HIT
72.084,household21,household28,HIT
72.088,household29,household28,HIT
72.1,household31,household28,HIT
72.148,household26,household28,HIT
72.157,household39,household28,HIT
72.267,household37,household28,HIT
72.332,household35,household28,HIT
72.338,household23,household28,HIT
72.34,household20,household28,HIT
72.34,household24,household28,HIT
72.353,household09,household28,HIT
72.374,household13,household28,HIT
72.375,household40,household28,HIT
72.391,household25,household28,HIT
72.409,household05,household28,HIT
72.441,household30,household28,HIT
72.465,household04,household28,HIT
72.549,household01,household28,HIT
72.552,household17,household28,HIT
72.58,household07,household28,HIT
72.633,household38,household28,HIT
72.694,household02,household28,HIT
72.704,household36,household28,HIT
72.727,household18,household28,HIT
72.752,household03,household28,HIT
72.752,household10,household28,HIT
72.778,household11,household28,HIT
72.805,household12,household28,HIT
72.891,household28,household28,HIT
72.904,household15,household28,HIT
72.926,household32,household28,HIT
72.927,household16,household28,HIT
72.986,household34,household28,HIT
73.042,household08,household28,HIT
73.12,household22,household28,HIT
73.129,household27,household28,HIT
73.139,household14,household28,HIT
73.139,household29,household28,HIT
73.153,household06,household28,HIT
73.16,household26,household28,HIT
73.182,household21,household28,HIT
73.189,household19,household28,HIT
73.228,household33,household28,HIT
73.24,household31,household28,HIT
73.276,household39,household28,HIT
73.358,household20,household28,HIT
73.365,household35,household28,HIT
73.402,household37,household28,HIT
73.448,household25,household28,HIT
73.454,household23,household28,HIT
73.508,household09,household28,HIT
73.533,household40,household28,HIT
73.542,household13,household28,HIT
73.542,household24,household28,HIT
73.567,household17,household28,HIT
73.593,household05,household28,HIT
73.601,household01,household28,HIT
73.615,household04,household28,HIT
73.63,household30,household28,HIT
73.664,household38,household28,HIT
73.744,household07,household28,HIT
73.776,household36,household28,HIT
73.787,household10,household28,HIT
73.82,household03,household28,HIT
73.82,household11,household28,HIT
73.831,household18,household28,HIT
73.876,household02,household28,HIT
73.938,household15,household28,HIT
73.954,household12,household28,HIT
73.994,household28,household28,HIT
73.997,household32,household28,HIT
74.074,household16,household28,HIT
74.113,household34,household28,HIT
74.13,household27,household28,HIT
74.134,household08,household28,HIT
74.188,household06,household28,HIT
74.204,household21,household28,HIT
74.21,household22,household28,HIT
74.233,household14,household28,HIT
74.246,household33,household28,HIT
74.257,household31,household28,HIT
74.295,household19,household28,HIT
74.298,household26,household28,HIT
74.331,household39,household28,HIT
74.337,household29,household28,HIT
74.377,household35,household28,HIT
74.437,household20,household28,HIT
74.529,household37,household28,HIT
74.609,household25,household28,HIT
74.621,household23,household28,HIT
74.646,household13,household28,HIT
74.653,household05,household28,HIT
74.657,household24,household28,HIT
74.682,household01,household28,HIT
74.694,household30,household28,HIT
74.695,household09,household28,HIT
74.73,household40,household28,HIT
74.743,household17,household28,HIT
74.772,household07,household28,HIT
74.786,household04,household28,HIT
74.821,household38,household28,HIT
74.834,household10,household28,HIT
74.871,household36,household28,HIT
74.885,household18,household28,HIT
74.9,household02,household28,HIT
74.901,household03,household28,HIT
74.933,household11,household28,HIT
75.023,household32,household28,HIT
75.025,household15,household28,HIT
75.1,household16,household28,HIT
75.102,household12,household28,HIT
75.125,household28,household28,HIT
75.161,household08,household28,HIT
75.181,household27,household28,HIT
75.227,household21,household28,HIT
75.269,household31,household28,HIT
75.295,household34,household28,HIT
75.305,household14,household28,HIT
75.331,household19,household28,HIT
75.342,household22,household28,HIT
75.343,household33,household28,HIT
75.373,household06,household28,HIT
75.373,household29,household28,HIT
75.373,household39,household28,HIT
75.425,household35,household28,HIT
75.443,household26,household28,HIT
75.529,household20,household28,HIT
75.557,household37,household28,HIT
75.654,household25,household28,HIT
75.675,household23,household28,HIT
75.703,household24,household28,HIT
75.736,household05,household28,HIT
75.755,household01,household28,HIT
75.795,household13,household28,HIT
75.811,household17,household28,HIT
75.844,household09,household28,HIT
75.87,household30,household28,HIT
75.88,household10,household28,HIT
75.905,household02,household28,HIT
75.91,household38,household28,HIT
75.918,household40,household28,HIT
75.949,household07,household28,HIT
75.973,household04,household28,HIT
75.994,household11,household28,HIT
76.037,household18,household28,HIT
76.06,household36,household28,HIT
76.091,household03,household28,HIT
76.189,household12,household28,HIT
76.189,household15,household28,HIT
76.203,household32,household28,HIT
76.24,household28,household28,HIT
76.277,household16,household28,HIT
76.28,household08,household28,HIT
76.336,household21,household28,HIT
76.339,household27,household28,HIT
76.346,household22,household28,HIT
76.402,household29,household28,HIT
76.404,household33,household28,HIT
76.426,household35,household28,HIT
76.435,household31,household28,HIT
76.478,household19,household28,HIT
76.483,household34,household28,HIT
76.49,household06,household28,HIT
76.504,household14,household28,HIT
76.505,household26,household28,HIT
76.552,household39,household28,HIT
76.676,household37,household28,HIT
76.677,household20,household28,HIT
76.74,household25,household28,HIT
76.765,household23,household28,HIT
76.769,household24,household28,HIT
76.782,household05,household28,HIT
76.827,household17,household28,HIT
76.863,household13,household28,HIT
76.892,household30,household28,HIT
76.923,household01,household28,HIT
76.959,household38,household28,HIT
76.968,household10,household28,HIT
76.972,household09,household28,HIT
76.987,household02,household28,HIT
77.003,household40,household28,HIT
77.045,household04,household28,HIT
77.073,household07,household28,HIT
77.087,household18,household28,HIT
77.102,household03,household28,HIT
77.119,household36,household28,HIT
77.133,household11,household28,HIT
77.261,household15,household28,HIT
77.276,household32,household28,HIT
77.316,household12,household28,HIT
77.329,household28,household28,HIT
77.396,household16,household28,HIT
77.419,household27,household28,HIT
77.42,household22,household28,HIT
77.461,household08,household28,HIT
77.463,household21,household28,HIT
77.485,household35,household28,HIT
77.548,household33,household28,HIT
77.572,household31,household28,HIT
77.576,household29,household28,HIT
77.577,household34,household28,HIT
77.606,household06,household28,HIT
77.625,household19,household28,HIT
77.628,household26,household28,HIT
77.686,household14,household28,HIT
77.712,household39,household28,HIT
77.741,household37,household28,HIT
77.745,household20,household28,HIT
77.846,household24,household24,EXPIRED
77.87,household23,household24,HIT
77.926,household01,household24,HIT
77.935,household25,household24,HIT
77.95,household05,household24,HIT
77.971,household38,household24,HIT
77.999,household17,household24,HIT
78.007,household10,household24,HIT
78.017,household13,household24,HIT
78.043,household30,household24,HIT
78.055,household02,household24,HIT
78.058,household09,household24,HIT
78.109,household03,household24,HIT
78.109,household04,household24,HIT
78.144,household07,household24,HIT
78.175,household40,household24,HIT
78.19,household11,household24,HIT
78.243,household36,household24,HIT
78.263,household18,household24,HIT
78.302,household15,household24,HIT
78.338,household32,household24,HIT
78.384,household28,household24,HIT
78.455,household22,household24,HIT
78.482,household12,household24,HIT
78.504,household27,household24,HIT
78.536,household35,household24,HIT
78.539,household16,household24,HIT
78.586,household33,household24,HIT
78.593,household29,household24,HIT
78.625,household08,household24,HIT
78.659,household21,household24,HIT
78.662,household26,household24,HIT
78.684,household34,household24,HIT
78.702,household14,household24,HIT
78.714,household06,household24,HIT
78.735,household19,household24,HIT
78.74,household31,household24,HIT
78.851,household37,household24,HIT
78.872,household20,household24,HIT
78.893,household39,household24,HIT
78.955,household23,household24,HIT
78.989,household24,household24,HIT
79.017,household01,household24,HIT
79.019,household10,household24,HIT
79.026,household17,household24,HIT
79.039,household25,household24,HIT
79.136,household03,household24,HIT
79.138,household05,household24,HIT
79.142,household38,household24,HIT
79.158,household02,household24,HIT
79.177,household09,household24,HIT
79.19,household13,household24,HIT
79.198,household30,household24,HIT
79.219,household40,household24,HIT
79.267,household04,household24,HIT
79.312,household07,household24,HIT
79.338,household11,household24,HIT
79.367,household18,household24,HIT
79.369,household36,household24,HIT
79.47,household15,household24,HIT
79.494,household12,household24,HIT
79.494,household28,household24,HIT
79.514,household32,household24,HIT
79.544,household27,household24,HIT
79.566,household16,household24,HIT
79.568,household35,household24,HIT
79.603,household22,household24,HIT
79.615,household33,household24,HIT
79.754,household06,household24,HIT
79.759,household29,household24,HIT
79.762,household14,household24,HIT
79.765,household21,household24,HIT
79.771,household19,household24,HIT
79.781,household34,household24,HIT
79.814,household08,household24,HIT
79.831,household31,household24,HIT
79.841,household26,household24,HIT
79.919,household37,household24,HIT
79.956,household39,household24,HIT
79.967,household23,household24,HIT
80.016,household20,household24,HIT
80.055,household24,household24,HIT
80.073,household25,household24,HIT
80.096,household01,household24,HIT
80.141,household05,household24,HIT
80.166,household10,household24,HIT
80.196,household17,household24,HIT
80.217,household02,household24,HIT
80.234,household38,household24,HIT
80.255,household03,household24,HIT
80.283,household40,household24,HIT
80.285,household04,household24,HIT
80.296,household30,household24,HIT
80.318,household09,household24,HIT
80.334,household07,household24,HIT
80.345,household11,household24,HIT
80.356,household13,household24,HIT
80.383,household36,household24,HIT
80.434,household18,household24,HIT
80.528,household12,household24,HIT
80.58,household32,household24,HIT
80.583,household27,household24,HIT
80.605,household15,household24,HIT
80.616,household22,household24,HIT
80.647,household28,household24,HIT
80.677,household35,household24,HIT
80.698,household33,household24,HIT
80.753,household16,household24,HIT
80.772,household06,household24,HIT
80.904,household08,household24,HIT
80.916,household26,household24,HIT
80.932,household37,household24,HIT
80.933,household29,household24,HIT
80.933,household34,household24,HIT
80.937,household14,household24,HIT
80.942,household19,household24,HIT
80.946,household21,household24,HIT
80.947,household31,household24,HIT
81.006,household23,household24,HIT
81.043,household39,household24,HIT
81.13,household01,household24,HIT
81.164,household25,household24,HIT
81.167,household20,household24,HIT
81.208,household05,household24,HIT
81.226,household24,household24,HIT
81.283,household10,household24,HIT
81.292,household04,household24,HIT
81.296,household17,household24,HIT
81.343,household02,household24,HIT
81.405,household40,household24,HIT
81.42,household38,household24,HIT
81.433,household07,household24,HIT
81.437,household13,household24,HIT
81.451,household03,household24,HIT
81.454,household30,household24,HIT
81.474,household11,household24,HIT
81.478,household09,household24,HIT
81.507,household36,household24,HIT
81.559,household18,household24,HIT
81.584,household12,household24,HIT
81.605,household32,household24,HIT
81.633,household22,household24,HIT
81.676,household27,household24,HIT
81.757,household15,household24,HIT
81.813,household28,household24,HIT
81.831,household16,household24,HIT
81.844,household35,household24,HIT
81.893,household33,household24,HIT
81.939,household08,household24,HIT
81.94,household37,household24,HIT
81.951,household21,household24,HIT
81.968,household06,household24,HIT
81.999,household34,household24,HIT
82.018,household19,household24,HIT
82.041,household26,household24,HIT
82.076,household23,household24,HIT
82.085,household31,household24,HIT
82.113,household29,household24,HIT
82.129,household14,household24,HIT
